symbol,historical
SMKL.JK,"[{'date': '2024-06-03', 'label': 'June 03, 24', 'adjDividend': 2, 'dividend': 2, 'recordDate': '2024-06-04', 'paymentDate': '2024-06-24', 'declarationDate': ''}, {'date': '2023-06-13', 'label': 'June 13, 23', 'adjDividend': 12, 'dividend': 12, 'recordDate': '2023-06-14', 'paymentDate': '2023-07-06', 'declarationDate': ''}, {'date': '2022-08-01', 'label': 'August 01, 22', 'adjDividend': 12, 'dividend': 12, 'recordDate': '2022-08-02', 'paymentDate': '2022-08-19', 'declarationDate': ''}, {'date': '2021-08-24', 'label': 'August 24, 21', 'adjDividend': 8, 'dividend': 8, 'recordDate': '2021-08-25', 'paymentDate': '2021-09-15', 'declarationDate': ''}, {'date': '2020-08-31', 'label': 'August 31, 20', 'adjDividend': 5, 'dividend': 5, 'recordDate': '2020-09-01', 'paymentDate': '2020-09-23', 'declarationDate': ''}]"
FOOD.JK,[]
MICE.JK,"[{'date': '2024-07-04', 'label': 'July 04, 24', 'adjDividend': 10, 'dividend': 10, 'recordDate': '2024-07-05', 'paymentDate': '2024-07-26', 'declarationDate': ''}, {'date': '2023-07-04', 'label': 'July 04, 23', 'adjDividend': 5, 'dividend': 5, 'recordDate': '2023-07-05', 'paymentDate': '2023-07-21', 'declarationDate': ''}, {'date': '2022-07-18', 'label': 'July 18, 22', 'adjDividend': 15, 'dividend': 15, 'recordDate': '2022-07-19', 'paymentDate': '2022-08-10', 'declarationDate': ''}, {'date': '2021-06-25', 'label': 'June 25, 21', 'adjDividend': 4, 'dividend': 4, 'recordDate': '2021-06-28', 'paymentDate': '2021-07-16', 'declarationDate': ''}, {'date': '2020-08-28', 'label': 'August 28, 20', 'adjDividend': 5, 'dividend': 5, 'recordDate': '2020-08-31', 'paymentDate': '2020-09-18', 'declarationDate': ''}, {'date': '2019-06-11', 'label': 'June 11, 19', 'adjDividend': 10, 'dividend': 10, 'recordDate': '2019-06-12', 'paymentDate': '2019-06-26', 'declarationDate': ''}, {'date': '2018-05-31', 'label': 'May 31, 18', 'adjDividend': 10, 'dividend': 10, 'recordDate': '2018-06-05', 'paymentDate': '2018-06-22', 'declarationDate': ''}, {'date': '2017-05-24', 'label': 'May 24, 17', 'adjDividend': 10, 'dividend': 10, 'recordDate': '2017-05-29', 'paymentDate': '2017-06-16', 'declarationDate': ''}, {'date': '2015-05-19', 'label': 'May 19, 15', 'adjDividend': 10, 'dividend': 10, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2014-10-30', 'label': 'October 30, 14', 'adjDividend': 10, 'dividend': 10, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2013-11-13', 'label': 'November 13, 13', 'adjDividend': 15, 'dividend': 15, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2012-09-04', 'label': 'September 04, 12', 'adjDividend': 20, 'dividend': 20, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2011-09-13', 'label': 'September 13, 11', 'adjDividend': 24, 'dividend': 24, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2010-07-29', 'label': 'July 29, 10', 'adjDividend': 20, 'dividend': 20, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2009-08-10', 'label': 'August 10, 09', 'adjDividend': 20, 'dividend': 20, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2008-07-29', 'label': 'July 29, 08', 'adjDividend': 20, 'dividend': 20, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2007-11-06', 'label': 'November 06, 07', 'adjDividend': 15, 'dividend': 15, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2006-08-24', 'label': 'August 24, 06', 'adjDividend': 10, 'dividend': 10, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
STTP.JK,"[{'date': '2020-07-21', 'label': 'July 21, 20', 'adjDividend': 76.34, 'dividend': 76.34, 'recordDate': '2020-07-22', 'paymentDate': '2020-08-12', 'declarationDate': ''}, {'date': '2004-07-23', 'label': 'July 23, 04', 'adjDividend': 8.5, 'dividend': 8.5, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
KBLV.JK,[]
BLTZ.JK,[]
POLY.JK,[]
LMPI.JK,[]
MYTX.JK,[]
CANI.JK,[]
UNSP.JK,"[{'date': '2012-08-09', 'label': 'August 09, 12', 'adjDividend': 45.55, 'dividend': 0.4555, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2011-08-10', 'label': 'August 10, 11', 'adjDividend': 43, 'dividend': 0.43, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2010-08-02', 'label': 'August 02, 10', 'adjDividend': 38, 'dividend': 0.38, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2009-08-07', 'label': 'August 07, 09', 'adjDividend': 90, 'dividend': 0.9, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2008-06-24', 'label': 'June 24, 08', 'adjDividend': 170, 'dividend': 1.7, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2007-06-12', 'label': 'June 12, 07', 'adjDividend': 150, 'dividend': 1.5, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2006-06-30', 'label': 'June 30, 06', 'adjDividend': 90, 'dividend': 0.9, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2005-06-14', 'label': 'June 14, 05', 'adjDividend': 60, 'dividend': 0.6, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
APII.JK,"[{'date': '2017-06-16', 'label': 'June 16, 17', 'adjDividend': 3, 'dividend': 3, 'recordDate': '2017-06-20', 'paymentDate': '2017-07-12', 'declarationDate': ''}, {'date': '2016-05-18', 'label': 'May 18, 16', 'adjDividend': 2.8353, 'dividend': 2.8353, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2015-08-26', 'label': 'August 26, 15', 'adjDividend': 5.94143, 'dividend': 5.94143, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
ENAK.JK,"[{'date': '2023-06-22', 'label': 'June 22, 23', 'adjDividend': 12, 'dividend': 12, 'recordDate': '2023-06-23', 'paymentDate': '2023-07-10', 'declarationDate': ''}]"
PTPW.JK,"[{'date': '2023-07-10', 'label': 'July 10, 23', 'adjDividend': 19.36, 'dividend': 19.36, 'recordDate': '2023-07-11', 'paymentDate': '2023-07-28', 'declarationDate': ''}]"
ZONE.JK,"[{'date': '2024-06-19', 'label': 'June 19, 24', 'adjDividend': 16.15, 'dividend': 16.15, 'recordDate': '2024-06-20', 'paymentDate': '2024-07-09', 'declarationDate': ''}, {'date': '2023-06-22', 'label': 'June 22, 23', 'adjDividend': 20.94, 'dividend': 20.94, 'recordDate': '2023-06-23', 'paymentDate': '2023-07-13', 'declarationDate': ''}, {'date': '2022-06-06', 'label': 'June 06, 22', 'adjDividend': 10.65, 'dividend': 10.65, 'recordDate': '2022-06-07', 'paymentDate': '2022-06-16', 'declarationDate': ''}]"
SOSS.JK,"[{'date': '2024-07-02', 'label': 'July 02, 24', 'adjDividend': 10, 'dividend': 10, 'recordDate': '2024-07-03', 'paymentDate': '2024-07-25', 'declarationDate': ''}]"
NIRO.JK,[]
HOMI.JK,[]
MLPT.JK,"[{'date': '2024-08-22', 'label': 'August 22, 24', 'adjDividend': 110, 'dividend': 110, 'recordDate': '2024-08-23', 'paymentDate': '2024-09-06', 'declarationDate': ''}, {'date': '2024-05-07', 'label': 'May 07, 24', 'adjDividend': 107, 'dividend': 107, 'recordDate': '2024-05-08', 'paymentDate': '2024-05-28', 'declarationDate': ''}, {'date': '2023-05-05', 'label': 'May 05, 23', 'adjDividend': 181, 'dividend': 181, 'recordDate': '2023-05-08', 'paymentDate': '2023-05-26', 'declarationDate': ''}, {'date': '2022-09-15', 'label': 'September 15, 22', 'adjDividend': 155, 'dividend': 155, 'recordDate': '2022-09-16', 'paymentDate': '2022-09-23', 'declarationDate': ''}, {'date': '2022-05-23', 'label': 'May 23, 22', 'adjDividend': 45, 'dividend': 45, 'recordDate': '2022-05-24', 'paymentDate': '2022-06-10', 'declarationDate': ''}, {'date': '2022-01-12', 'label': 'January 12, 22', 'adjDividend': 90, 'dividend': 90, 'recordDate': '2022-01-13', 'paymentDate': '2022-01-26', 'declarationDate': ''}, {'date': '2021-05-11', 'label': 'May 11, 21', 'adjDividend': 115, 'dividend': 115, 'recordDate': '2021-05-17', 'paymentDate': '2021-05-31', 'declarationDate': ''}, {'date': '2020-06-11', 'label': 'June 11, 20', 'adjDividend': 133, 'dividend': 133, 'recordDate': '2020-06-12', 'paymentDate': '2020-06-22', 'declarationDate': ''}, {'date': '2019-05-08', 'label': 'May 08, 19', 'adjDividend': 42.5, 'dividend': 42.5, 'recordDate': '2019-05-09', 'paymentDate': '2019-05-29', 'declarationDate': ''}, {'date': '2018-05-08', 'label': 'May 08, 18', 'adjDividend': 30, 'dividend': 30, 'recordDate': '2018-05-11', 'paymentDate': '2018-05-31', 'declarationDate': ''}, {'date': '2017-05-08', 'label': 'May 08, 17', 'adjDividend': 31.5, 'dividend': 31.5, 'recordDate': '2017-05-10', 'paymentDate': '2017-05-31', 'declarationDate': ''}, {'date': '2016-04-08', 'label': 'April 08, 16', 'adjDividend': 7, 'dividend': 7, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2015-06-05', 'label': 'June 05, 15', 'adjDividend': 5.71, 'dividend': 5.71, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2014-05-06', 'label': 'May 06, 14', 'adjDividend': 1.6, 'dividend': 1.6, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
ARTA.JK,"[{'date': '2024-06-26', 'label': 'June 26, 24', 'adjDividend': 3, 'dividend': 3, 'recordDate': '2024-06-27', 'paymentDate': '2024-07-19', 'declarationDate': ''}, {'date': '2023-06-06', 'label': 'June 06, 23', 'adjDividend': 100, 'dividend': 100, 'recordDate': '2023-06-07', 'paymentDate': '2023-06-23', 'declarationDate': ''}, {'date': '2004-07-19', 'label': 'July 19, 04', 'adjDividend': 1, 'dividend': 2, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
RONY.JK,[]
CLAY.JK,[]
CTTH.JK,[]
RSGK.JK,"[{'date': '2024-06-24', 'label': 'June 24, 24', 'adjDividend': 11, 'dividend': 11, 'recordDate': '2024-06-25', 'paymentDate': '2024-07-09', 'declarationDate': ''}, {'date': '2023-08-21', 'label': 'August 21, 23', 'adjDividend': 15, 'dividend': 15, 'recordDate': '2023-08-22', 'paymentDate': '2023-09-05', 'declarationDate': ''}, {'date': '2023-06-22', 'label': 'June 22, 23', 'adjDividend': 81, 'dividend': 81, 'recordDate': '2023-06-23', 'paymentDate': '2023-07-07', 'declarationDate': ''}, {'date': '2022-06-17', 'label': 'June 17, 22', 'adjDividend': 86, 'dividend': 86, 'recordDate': '2022-06-20', 'paymentDate': '2022-07-06', 'declarationDate': ''}]"
FMII.JK,[]
ABDA.JK,"[{'date': '2022-06-07', 'label': 'June 07, 22', 'adjDividend': 81.50685, 'dividend': 81.50685, 'recordDate': '2022-06-08', 'paymentDate': '2022-06-24', 'declarationDate': ''}, {'date': '2021-06-17', 'label': 'June 17, 21', 'adjDividend': 67, 'dividend': 67, 'recordDate': '2021-06-18', 'paymentDate': '2021-07-09', 'declarationDate': ''}, {'date': '2020-08-04', 'label': 'August 04, 20', 'adjDividend': 60, 'dividend': 60, 'recordDate': '2020-08-05', 'paymentDate': '2020-08-26', 'declarationDate': ''}, {'date': '2019-06-10', 'label': 'June 10, 19', 'adjDividend': 190, 'dividend': 190, 'recordDate': '2019-06-11', 'paymentDate': '2019-06-21', 'declarationDate': ''}, {'date': '2018-05-02', 'label': 'May 02, 18', 'adjDividend': 90, 'dividend': 90, 'recordDate': '2018-05-04', 'paymentDate': '2018-05-25', 'declarationDate': ''}, {'date': '2017-06-21', 'label': 'June 21, 17', 'adjDividend': 90, 'dividend': 90, 'recordDate': '2017-07-03', 'paymentDate': '2017-07-14', 'declarationDate': ''}, {'date': '2016-04-07', 'label': 'April 07, 16', 'adjDividend': 130, 'dividend': 130, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2015-05-06', 'label': 'May 06, 15', 'adjDividend': 85, 'dividend': 85, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2014-05-08', 'label': 'May 08, 14', 'adjDividend': 75, 'dividend': 75, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2013-05-21', 'label': 'May 21, 13', 'adjDividend': 40, 'dividend': 40, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2012-05-10', 'label': 'May 10, 12', 'adjDividend': 30, 'dividend': 30, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2011-07-14', 'label': 'July 14, 11', 'adjDividend': 25, 'dividend': 25, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2010-07-06', 'label': 'July 06, 10', 'adjDividend': 18.05549, 'dividend': 18.05549, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2009-06-12', 'label': 'June 12, 09', 'adjDividend': 14.4444, 'dividend': 14.4444, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2008-06-24', 'label': 'June 24, 08', 'adjDividend': 14.4444, 'dividend': 14.4444, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2004-07-16', 'label': 'July 16, 04', 'adjDividend': 14.4444, 'dividend': 14.4444, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2003-07-22', 'label': 'July 22, 03', 'adjDividend': 14.4444, 'dividend': 18.7777, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
TRUS.JK,"[{'date': '2005-07-11', 'label': 'July 11, 05', 'adjDividend': 5, 'dividend': 10, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2004-07-06', 'label': 'July 06, 04', 'adjDividend': 5.375, 'dividend': 10.75, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2003-07-09', 'label': 'July 09, 03', 'adjDividend': 3.75, 'dividend': 7.5, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
HERO.JK,[]
YULE.JK,"[{'date': '2008-12-05', 'label': 'December 05, 08', 'adjDividend': 9.34034, 'dividend': 9.34034, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2007-08-02', 'label': 'August 02, 07', 'adjDividend': 6.39076, 'dividend': 6.39076, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2006-07-28', 'label': 'July 28, 06', 'adjDividend': 7.86555, 'dividend': 7.86555, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2005-11-29', 'label': 'November 29, 05', 'adjDividend': 5.89916, 'dividend': 5.89916, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
PLIN.JK,"[{'date': '2024-05-14', 'label': 'May 14, 24', 'adjDividend': 85, 'dividend': 85, 'recordDate': '2024-05-15', 'paymentDate': '2024-05-27', 'declarationDate': ''}, {'date': '2023-09-29', 'label': 'September 29, 23', 'adjDividend': 77, 'dividend': 77, 'recordDate': '2023-10-02', 'paymentDate': '2023-10-10', 'declarationDate': ''}, {'date': '2023-05-17', 'label': 'May 17, 23', 'adjDividend': 140, 'dividend': 140, 'recordDate': '2023-05-19', 'paymentDate': '2023-05-30', 'declarationDate': ''}, {'date': '2022-08-01', 'label': 'August 01, 22', 'adjDividend': 88, 'dividend': 88, 'recordDate': '2022-08-02', 'paymentDate': '2022-08-10', 'declarationDate': ''}, {'date': '2021-06-11', 'label': 'June 11, 21', 'adjDividend': 86, 'dividend': 86, 'recordDate': '2021-06-14', 'paymentDate': '2021-06-25', 'declarationDate': ''}, {'date': '2020-04-29', 'label': 'April 29, 20', 'adjDividend': 99, 'dividend': 99, 'recordDate': '2020-04-30', 'paymentDate': '2020-05-11', 'declarationDate': ''}, {'date': '2019-06-19', 'label': 'June 19, 19', 'adjDividend': 588, 'dividend': 588, 'recordDate': '2019-06-20', 'paymentDate': '2019-07-02', 'declarationDate': ''}, {'date': '2017-11-10', 'label': 'November 10, 17', 'adjDividend': 210, 'dividend': 210, 'recordDate': '2017-11-14', 'paymentDate': '2017-11-21', 'declarationDate': ''}, {'date': '2016-04-15', 'label': 'April 15, 16', 'adjDividend': 43, 'dividend': 43, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2015-04-16', 'label': 'April 16, 15', 'adjDividend': 70, 'dividend': 70, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2014-06-03', 'label': 'June 03, 14', 'adjDividend': 42.5, 'dividend': 42.5, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2013-07-08', 'label': 'July 08, 13', 'adjDividend': 42.5, 'dividend': 42.5, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2012-08-14', 'label': 'August 14, 12', 'adjDividend': 84.5, 'dividend': 84.5, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2011-08-16', 'label': 'August 16, 11', 'adjDividend': 2.5, 'dividend': 2.5, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2010-08-12', 'label': 'August 12, 10', 'adjDividend': 1.25, 'dividend': 1.25, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2008-08-12', 'label': 'August 12, 08', 'adjDividend': 1.25, 'dividend': 1.25, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2007-08-14', 'label': 'August 14, 07', 'adjDividend': 1.25, 'dividend': 1.25, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2006-08-10', 'label': 'August 10, 06', 'adjDividend': 1.25, 'dividend': 6.25, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
FISH.JK,"[{'date': '2024-07-08', 'label': 'July 08, 24', 'adjDividend': 340, 'dividend': 340, 'recordDate': '2024-07-09', 'paymentDate': '2024-07-26', 'declarationDate': ''}, {'date': '2023-07-11', 'label': 'July 11, 23', 'adjDividend': 470, 'dividend': 470, 'recordDate': '2023-07-12', 'paymentDate': '2023-07-27', 'declarationDate': ''}, {'date': '2022-05-31', 'label': 'May 31, 22', 'adjDividend': 280, 'dividend': 280, 'recordDate': '2022-06-02', 'paymentDate': '2022-06-22', 'declarationDate': ''}, {'date': '2021-08-09', 'label': 'August 09, 21', 'adjDividend': 250, 'dividend': 250, 'recordDate': '2021-08-10', 'paymentDate': '2021-08-18', 'declarationDate': ''}, {'date': '2020-07-30', 'label': 'July 30, 20', 'adjDividend': 75, 'dividend': 75, 'recordDate': '2020-08-03', 'paymentDate': '2020-08-19', 'declarationDate': ''}, {'date': '2019-07-04', 'label': 'July 04, 19', 'adjDividend': 150, 'dividend': 150, 'recordDate': '2019-07-05', 'paymentDate': '2019-07-26', 'declarationDate': ''}, {'date': '2018-06-25', 'label': 'June 25, 18', 'adjDividend': 40, 'dividend': 40, 'recordDate': '2018-06-27', 'paymentDate': '2018-07-06', 'declarationDate': ''}, {'date': '2017-05-30', 'label': 'May 30, 17', 'adjDividend': 56, 'dividend': 56, 'recordDate': '2017-06-02', 'paymentDate': '2017-06-08', 'declarationDate': ''}, {'date': '2016-06-30', 'label': 'June 30, 16', 'adjDividend': 50, 'dividend': 50, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2015-07-07', 'label': 'July 07, 15', 'adjDividend': 10, 'dividend': 10, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2014-06-16', 'label': 'June 16, 14', 'adjDividend': 20, 'dividend': 20, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2013-07-30', 'label': 'July 30, 13', 'adjDividend': 15, 'dividend': 15, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2012-07-23', 'label': 'July 23, 12', 'adjDividend': 10, 'dividend': 10, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2011-08-04', 'label': 'August 04, 11', 'adjDividend': 10, 'dividend': 10, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2010-10-18', 'label': 'October 18, 10', 'adjDividend': 6.5, 'dividend': 6.5, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2009-07-23', 'label': 'July 23, 09', 'adjDividend': 5, 'dividend': 5, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2008-08-25', 'label': 'August 25, 08', 'adjDividend': 5, 'dividend': 5, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2007-04-20', 'label': 'April 20, 07', 'adjDividend': 1, 'dividend': 1, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2005-08-09', 'label': 'August 09, 05', 'adjDividend': 1, 'dividend': 1, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2004-08-02', 'label': 'August 02, 04', 'adjDividend': 2, 'dividend': 2, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}, {'date': '2003-08-13', 'label': 'August 13, 03', 'adjDividend': 1.5, 'dividend': 1.5, 'recordDate': '', 'paymentDate': '', 'declarationDate': ''}]"
